dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
01-05-1978,10.867,0.574,Jammu And Kashmir,India
01-06-1978,13.707,0.871,Jammu And Kashmir,India
01-07-1978,13.246,0.508,Jammu And Kashmir,India
01-08-1978,13.058,0.343,Jammu And Kashmir,India
01-09-1978,9.824,0.458,Jammu And Kashmir,India
01-10-1978,4.992,0.444,Jammu And Kashmir,India
01-11-1978,-1.908,0.542,Jammu And Kashmir,India
01-12-1978,-5.815,0.798,Jammu And Kashmir,India
01-01-1979,-7.726,1.138,Jammu And Kashmir,India
01-02-1979,-6.364,0.987,Jammu And Kashmir,India
01-03-1979,-2.683,0.514,Jammu And Kashmir,India
01-04-1979,5.283,0.652,Jammu And Kashmir,India
01-05-1979,6.618,0.404,Jammu And Kashmir,India
01-06-1979,12.654,0.233,Jammu And Kashmir,India
01-07-1979,13.651,0.526,Jammu And Kashmir,India
01-08-1979,13.204,0.378,Jammu And Kashmir,India
01-09-1979,9.053,0.586,Jammu And Kashmir,India
01-10-1979,5.649,0.287,Jammu And Kashmir,India
01-11-1979,-0.327,0.316,Jammu And Kashmir,India
01-12-1979,-5.46,0.47,Jammu And Kashmir,India
01-01-1980,-7.997,0.322,Jammu And Kashmir,India
01-02-1980,-6.126,0.588,Jammu And Kashmir,India
01-03-1980,-2.107,0.353,Jammu And Kashmir,India
01-04-1980,5.568,0.472,Jammu And Kashmir,India
01-05-1980,10.032,0.465,Jammu And Kashmir,India
01-06-1980,12.792,0.569,Jammu And Kashmir,India
01-07-1980,13.776,0.531,Jammu And Kashmir,India
01-08-1980,13.196,0.351,Jammu And Kashmir,India
01-09-1980,9.817,0.454,Jammu And Kashmir,India
01-10-1980,4.952,0.327,Jammu And Kashmir,India
01-11-1980,-0.314,0.33,Jammu And Kashmir,India
01-12-1980,-5.842,1.194,Jammu And Kashmir,India
01-01-1981,-7.852,0.499,Jammu And Kashmir,India
01-02-1981,-5.411,0.319,Jammu And Kashmir,India
01-03-1981,-1.099,0.472,Jammu And Kashmir,India
01-04-1981,4.783,0.525,Jammu And Kashmir,India
01-05-1981,9.97,0.91,Jammu And Kashmir,India
01-06-1981,12.399,0.465,Jammu And Kashmir,India
01-07-1981,13.314,0.442,Jammu And Kashmir,India
01-08-1981,12.666,0.438,Jammu And Kashmir,India
01-09-1981,9.773,0.266,Jammu And Kashmir,India
01-10-1981,3.564,0.495,Jammu And Kashmir,India
01-11-1981,-2.077,0.471,Jammu And Kashmir,India
01-12-1981,-7.127,0.382,Jammu And Kashmir,India
01-01-1982,-7.551,0.353,Jammu And Kashmir,India
01-02-1982,-7.262,0.58,Jammu And Kashmir,India
01-03-1982,-2.868,0.661,Jammu And Kashmir,India
01-04-1982,3.355,0.943,Jammu And Kashmir,India
01-05-1982,7.227,0.657,Jammu And Kashmir,India
01-06-1982,11.686,0.307,Jammu And Kashmir,India
01-07-1982,14.066,0.77,Jammu And Kashmir,India
01-08-1982,12.969,0.247,Jammu And Kashmir,India
01-09-1982,9.355,0.784,Jammu And Kashmir,India
01-10-1982,4.417,0.398,Jammu And Kashmir,India
01-11-1982,-1.746,0.434,Jammu And Kashmir,India
01-12-1982,-6.408,0.474,Jammu And Kashmir,India
01-01-1983,-8.603,0.47,Jammu And Kashmir,India
01-02-1983,-7.11,0.358,Jammu And Kashmir,India
01-03-1983,-3.594,0.558,Jammu And Kashmir,India
01-04-1983,1.996,0.643,Jammu And Kashmir,India
01-05-1983,7.774,0.723,Jammu And Kashmir,India
01-06-1983,11.015,0.462,Jammu And Kashmir,India
01-07-1983,12.973,0.421,Jammu And Kashmir,India
01-08-1983,13.746,0.281,Jammu And Kashmir,India
01-09-1983,10.805,0.199,Jammu And Kashmir,India
01-10-1983,3.977,0.44,Jammu And Kashmir,India
01-11-1983,-1.164,0.258,Jammu And Kashmir,India
01-12-1983,-6.321,0.486,Jammu And Kashmir,India
01-01-1984,-8.72,0.532,Jammu And Kashmir,India
01-02-1984,-8.028,0.419,Jammu And Kashmir,India
01-03-1984,0.747,0.4,Jammu And Kashmir,India
01-04-1984,4.132,0.403,Jammu And Kashmir,India
01-05-1984,10.429,0.644,Jammu And Kashmir,India
01-06-1984,13.625,0.547,Jammu And Kashmir,India
01-07-1984,13.258,0.446,Jammu And Kashmir,India
01-08-1984,13.878,0.422,Jammu And Kashmir,India
01-09-1984,8.908,0.417,Jammu And Kashmir,India
01-10-1984,4.107,0.544,Jammu And Kashmir,India
01-11-1984,-1.277,0.663,Jammu And Kashmir,India
01-12-1984,-6.848,0.625,Jammu And Kashmir,India
01-01-1985,-8.864,0.463,Jammu And Kashmir,India
01-02-1985,-4.546,0.792,Jammu And Kashmir,India
01-03-1985,0.824,0.371,Jammu And Kashmir,India
01-04-1985,5.046,0.478,Jammu And Kashmir,India
01-05-1985,8.965,0.306,Jammu And Kashmir,India
01-06-1985,12.798,0.454,Jammu And Kashmir,India
01-07-1985,13.765,0.525,Jammu And Kashmir,India
01-08-1985,13.463,0.292,Jammu And Kashmir,India
01-09-1985,10.191,0.471,Jammu And Kashmir,India
01-10-1985,4.319,0.549,Jammu And Kashmir,India
01-11-1985,-0.931,0.512,Jammu And Kashmir,India
01-12-1985,-5.394,0.676,Jammu And Kashmir,India
01-01-1986,-8.096,0.469,Jammu And Kashmir,India
01-02-1986,-6.122,0.398,Jammu And Kashmir,India
01-03-1986,-2.359,0.565,Jammu And Kashmir,India
01-04-1986,3.451,0.35,Jammu And Kashmir,India
01-05-1986,7.12,0.649,Jammu And Kashmir,India
01-06-1986,12.101,0.456,Jammu And Kashmir,India
01-07-1986,13.592,0.291,Jammu And Kashmir,India
01-08-1986,13.108,0.384,Jammu And Kashmir,India
01-09-1986,9.9,0.391,Jammu And Kashmir,India
01-10-1986,4.587,0.368,Jammu And Kashmir,India
01-11-1986,-0.682,0.733,Jammu And Kashmir,India
01-12-1986,-6.717,0.571,Jammu And Kashmir,India
01-01-1987,-7.532,0.973,Jammu And Kashmir,India
01-02-1987,-4.923,0.566,Jammu And Kashmir,India
01-03-1987,-0.14,0.397,Jammu And Kashmir,India
01-04-1987,4.274,0.342,Jammu And Kashmir,India
01-05-1987,5.803,0.766,Jammu And Kashmir,India
01-06-1987,11.53,0.586,Jammu And Kashmir,India
01-07-1987,13.989,0.761,Jammu And Kashmir,India
01-08-1987,13.881,0.524,Jammu And Kashmir,India
01-09-1987,11.249,0.592,Jammu And Kashmir,India
01-10-1987,4.38,0.333,Jammu And Kashmir,India
01-11-1987,-0.35,0.713,Jammu And Kashmir,India
01-12-1987,-5.72,0.632,Jammu And Kashmir,India
01-01-1988,-6.322,0.353,Jammu And Kashmir,India
01-02-1988,-4.934,0.477,Jammu And Kashmir,India
01-03-1988,-1.933,0.492,Jammu And Kashmir,India
01-04-1988,5.331,0.403,Jammu And Kashmir,India
01-05-1988,9.911,0.321,Jammu And Kashmir,India
01-06-1988,12.71,0.261,Jammu And Kashmir,India
01-07-1988,13.953,0.469,Jammu And Kashmir,India
01-08-1988,12.703,0.344,Jammu And Kashmir,India
01-09-1988,10.44,0.432,Jammu And Kashmir,India
01-10-1988,4.148,0.43,Jammu And Kashmir,India
01-11-1988,-0.753,0.642,Jammu And Kashmir,India
01-12-1988,-5.28,0.441,Jammu And Kashmir,India
01-01-1989,-9.051,1.064,Jammu And Kashmir,India
01-02-1989,-6.67,0.441,Jammu And Kashmir,India
01-03-1989,-1.666,0.437,Jammu And Kashmir,India
01-04-1989,2.674,0.529,Jammu And Kashmir,India
01-05-1989,8.366,0.383,Jammu And Kashmir,India
01-06-1989,11.663,0.429,Jammu And Kashmir,India
01-07-1989,13.151,0.506,Jammu And Kashmir,India
01-08-1989,11.953,0.492,Jammu And Kashmir,India
01-09-1989,10.065,0.439,Jammu And Kashmir,India
01-10-1989,4.891,0.446,Jammu And Kashmir,India
01-11-1989,-1.37,0.482,Jammu And Kashmir,India
01-12-1989,-5.259,0.294,Jammu And Kashmir,India
01-01-1990,-5.85,0.644,Jammu And Kashmir,India
01-02-1990,-5.417,0.36,Jammu And Kashmir,India
01-03-1990,-2.459,0.351,Jammu And Kashmir,India
01-04-1990,3.396,0.246,Jammu And Kashmir,India
01-05-1990,10.11,0.809,Jammu And Kashmir,India
01-06-1990,13.748,0.272,Jammu And Kashmir,India
01-07-1990,13.395,0.754,Jammu And Kashmir,India
01-08-1990,13.238,0.316,Jammu And Kashmir,India
01-09-1990,10.663,0.257,Jammu And Kashmir,India
01-10-1990,3.845,0.323,Jammu And Kashmir,India
01-11-1990,-0.369,0.492,Jammu And Kashmir,India
01-12-1990,-6.139,0.551,Jammu And Kashmir,India
01-01-1991,-9.19,1.304,Jammu And Kashmir,India
01-02-1991,-6.418,0.349,Jammu And Kashmir,India
01-03-1991,-1.35,0.392,Jammu And Kashmir,India
01-04-1991,2.647,0.624,Jammu And Kashmir,India
01-05-1991,7.616,0.452,Jammu And Kashmir,India
01-06-1991,12.029,0.697,Jammu And Kashmir,India
01-07-1991,14.032,0.4,Jammu And Kashmir,India
01-08-1991,12.595,0.432,Jammu And Kashmir,India
01-09-1991,10.424,0.384,Jammu And Kashmir,India
01-10-1991,3.626,0.358,Jammu And Kashmir,India
01-11-1991,-1.514,0.391,Jammu And Kashmir,India
01-12-1991,-5.242,0.534,Jammu And Kashmir,India
01-01-1992,-7.658,0.776,Jammu And Kashmir,India
01-02-1992,-6.692,0.398,Jammu And Kashmir,India
01-03-1992,-2.162,0.27,Jammu And Kashmir,India
01-04-1992,4.009,0.368,Jammu And Kashmir,India
01-05-1992,6.904,0.624,Jammu And Kashmir,India
01-06-1992,11.657,0.338,Jammu And Kashmir,India
01-07-1992,12.897,0.556,Jammu And Kashmir,India
01-08-1992,12.516,0.218,Jammu And Kashmir,India
01-09-1992,9.638,0.461,Jammu And Kashmir,India
01-10-1992,4.139,0.244,Jammu And Kashmir,India
01-11-1992,-1.029,0.408,Jammu And Kashmir,India
01-12-1992,-4.932,0.866,Jammu And Kashmir,India
01-01-1993,-8.761,0.363,Jammu And Kashmir,India
01-02-1993,-3.948,0.415,Jammu And Kashmir,India
01-03-1993,-2.642,0.428,Jammu And Kashmir,India
01-04-1993,4.885,1.21,Jammu And Kashmir,India
01-05-1993,9.069,0.412,Jammu And Kashmir,India
01-06-1993,12.31,0.193,Jammu And Kashmir,India
01-07-1993,12.894,0.288,Jammu And Kashmir,India
01-08-1993,13.148,0.557,Jammu And Kashmir,India
01-09-1993,10.06,0.392,Jammu And Kashmir,India
01-10-1993,4.155,0.195,Jammu And Kashmir,India
01-11-1993,-0.374,0.793,Jammu And Kashmir,India
01-12-1993,-5.695,0.454,Jammu And Kashmir,India
01-01-1994,-7.638,0.439,Jammu And Kashmir,India
01-02-1994,-6.365,0.308,Jammu And Kashmir,India
01-03-1994,0.314,0.353,Jammu And Kashmir,India
01-04-1994,2.672,0.492,Jammu And Kashmir,India
01-05-1994,8.983,0.337,Jammu And Kashmir,India
01-06-1994,13.382,0.577,Jammu And Kashmir,India
01-07-1994,14.246,0.646,Jammu And Kashmir,India
01-08-1994,13.522,0.5,Jammu And Kashmir,India
01-09-1994,9.445,0.338,Jammu And Kashmir,India
01-10-1994,3.76,0.238,Jammu And Kashmir,India
01-11-1994,-0.116,0.377,Jammu And Kashmir,India
01-12-1994,-6.033,0.679,Jammu And Kashmir,India
01-01-1995,-10.407,0.831,Jammu And Kashmir,India
01-02-1995,-6.968,0.489,Jammu And Kashmir,India
01-03-1995,-1.938,0.442,Jammu And Kashmir,India
01-04-1995,2.512,0.844,Jammu And Kashmir,India
01-05-1995,9.427,0.424,Jammu And Kashmir,India
01-06-1995,13.645,0.691,Jammu And Kashmir,India
01-07-1995,13.683,0.635,Jammu And Kashmir,India
01-08-1995,12.958,0.463,Jammu And Kashmir,India
01-09-1995,9.897,0.478,Jammu And Kashmir,India
01-10-1995,4.646,0.216,Jammu And Kashmir,India
01-11-1995,-1.007,0.392,Jammu And Kashmir,India
01-12-1995,-6.384,0.571,Jammu And Kashmir,India
01-01-1996,-8.363,0.506,Jammu And Kashmir,India
01-02-1996,-5.382,0.311,Jammu And Kashmir,India
01-03-1996,-0.751,0.447,Jammu And Kashmir,India
01-04-1996,4.129,0.354,Jammu And Kashmir,India
01-05-1996,7.546,0.402,Jammu And Kashmir,India
01-06-1996,11.602,0.623,Jammu And Kashmir,India
01-07-1996,13.22,0.509,Jammu And Kashmir,India
01-08-1996,12.394,0.456,Jammu And Kashmir,India
01-09-1996,10.487,0.346,Jammu And Kashmir,India
01-10-1996,3.899,0.303,Jammu And Kashmir,India
01-11-1996,-1.227,0.576,Jammu And Kashmir,India
01-12-1996,-6.182,0.847,Jammu And Kashmir,India
01-01-1997,-8.14,1.318,Jammu And Kashmir,India
01-02-1997,-5.932,0.415,Jammu And Kashmir,India
01-03-1997,-0.678,0.538,Jammu And Kashmir,India
01-04-1997,3.786,0.617,Jammu And Kashmir,India
01-05-1997,7.258,0.499,Jammu And Kashmir,India
01-06-1997,11.792,0.382,Jammu And Kashmir,India
01-07-1997,14.833,0.761,Jammu And Kashmir,India
01-08-1997,12.809,0.55,Jammu And Kashmir,India
01-09-1997,10.778,0.28,Jammu And Kashmir,India
01-10-1997,3.404,0.62,Jammu And Kashmir,India
01-11-1997,-1.514,0.281,Jammu And Kashmir,India
01-12-1997,-7.669,1.026,Jammu And Kashmir,India
01-01-1998,-8.549,0.666,Jammu And Kashmir,India
01-02-1998,-5.276,0.372,Jammu And Kashmir,India
01-03-1998,-2.09,0.481,Jammu And Kashmir,India
01-04-1998,5.107,0.345,Jammu And Kashmir,India
01-05-1998,9.44,0.408,Jammu And Kashmir,India
01-06-1998,12.476,0.624,Jammu And Kashmir,India
01-07-1998,14.238,0.582,Jammu And Kashmir,India
01-08-1998,13.402,0.448,Jammu And Kashmir,India
01-09-1998,10.772,0.467,Jammu And Kashmir,India
01-10-1998,5.373,0.44,Jammu And Kashmir,India
01-11-1998,0.075,0.653,Jammu And Kashmir,India
01-12-1998,-6.086,1.176,Jammu And Kashmir,India
01-01-1999,-7.599,0.59,Jammu And Kashmir,India
01-02-1999,-4.196,0.285,Jammu And Kashmir,India
01-03-1999,0.29,0.371,Jammu And Kashmir,India
01-04-1999,5.9,0.666,Jammu And Kashmir,India
01-05-1999,9.92,0.395,Jammu And Kashmir,India
01-06-1999,12.766,0.399,Jammu And Kashmir,India
01-07-1999,13.925,0.725,Jammu And Kashmir,India
01-08-1999,13.695,0.354,Jammu And Kashmir,India
01-09-1999,11.499,0.466,Jammu And Kashmir,India
01-10-1999,5.462,0.226,Jammu And Kashmir,India
01-11-1999,-0.195,0.544,Jammu And Kashmir,India
01-12-1999,-5.248,0.403,Jammu And Kashmir,India
01-01-2000,-7.137,0.79,Jammu And Kashmir,India
01-02-2000,-7.29,1.014,Jammu And Kashmir,India
01-03-2000,-1.483,0.401,Jammu And Kashmir,India
01-04-2000,5.796,0.467,Jammu And Kashmir,India
01-05-2000,11.561,0.503,Jammu And Kashmir,India
01-06-2000,12.769,0.716,Jammu And Kashmir,India
01-07-2000,13.691,0.592,Jammu And Kashmir,India
01-08-2000,13.456,0.506,Jammu And Kashmir,India
01-09-2000,10.279,0.431,Jammu And Kashmir,India
01-10-2000,5.793,0.335,Jammu And Kashmir,India
01-11-2000,0.148,0.154,Jammu And Kashmir,India
01-12-2000,-5.185,0.295,Jammu And Kashmir,India
01-01-2001,-7.729,0.689,Jammu And Kashmir,India
01-02-2001,-4.275,0.243,Jammu And Kashmir,India
01-03-2001,0.257,0.401,Jammu And Kashmir,India
01-04-2001,4.886,0.648,Jammu And Kashmir,India
01-05-2001,10.777,0.603,Jammu And Kashmir,India
01-06-2001,12.63,1.182,Jammu And Kashmir,India
01-07-2001,13.957,0.713,Jammu And Kashmir,India
01-08-2001,13.678,0.387,Jammu And Kashmir,India
01-09-2001,10.222,0.595,Jammu And Kashmir,India
01-10-2001,5.788,0.221,Jammu And Kashmir,India
01-11-2001,-0.219,0.47,Jammu And Kashmir,India
01-12-2001,-5.538,0.249,Jammu And Kashmir,India
01-01-2002,-8.465,0.58,Jammu And Kashmir,India
01-02-2002,-5.978,0.207,Jammu And Kashmir,India
01-03-2002,0.474,0.688,Jammu And Kashmir,India
01-04-2002,5.315,0.338,Jammu And Kashmir,India
01-05-2002,10.072,0.402,Jammu And Kashmir,India
01-06-2002,13.026,0.227,Jammu And Kashmir,India
01-07-2002,14.318,0.614,Jammu And Kashmir,India
01-08-2002,14.043,0.355,Jammu And Kashmir,India
01-09-2002,8.64,0.253,Jammu And Kashmir,India
01-10-2002,5.67,0.498,Jammu And Kashmir,India
01-11-2002,0.23,0.547,Jammu And Kashmir,India
01-12-2002,-5.312,0.752,Jammu And Kashmir,India
01-01-2003,-8.243,0.951,Jammu And Kashmir,India
01-02-2003,-5.354,0.239,Jammu And Kashmir,India
01-03-2003,-1.022,0.37,Jammu And Kashmir,India
01-04-2003,4.887,0.388,Jammu And Kashmir,India
01-05-2003,7.583,0.619,Jammu And Kashmir,India
01-06-2003,12.93,0.485,Jammu And Kashmir,India
01-07-2003,14.292,0.535,Jammu And Kashmir,India
01-08-2003,13.136,0.446,Jammu And Kashmir,India
01-09-2003,10.492,0.334,Jammu And Kashmir,India
01-10-2003,4.337,0.541,Jammu And Kashmir,India
01-11-2003,-0.831,0.249,Jammu And Kashmir,India
01-12-2003,-5.589,0.346,Jammu And Kashmir,India
01-01-2004,-7.611,0.257,Jammu And Kashmir,India
01-02-2004,-4.271,0.322,Jammu And Kashmir,India
01-03-2004,2.738,0.367,Jammu And Kashmir,India
01-04-2004,6.191,0.727,Jammu And Kashmir,India
01-05-2004,9.167,0.722,Jammu And Kashmir,India
01-06-2004,11.899,0.393,Jammu And Kashmir,India
01-07-2004,14.09,0.67,Jammu And Kashmir,India
01-08-2004,13.211,0.392,Jammu And Kashmir,India
01-09-2004,11.152,0.375,Jammu And Kashmir,India
01-10-2004,3.753,0.376,Jammu And Kashmir,India
01-11-2004,-0.234,0.386,Jammu And Kashmir,India
01-12-2004,-4.792,0.703,Jammu And Kashmir,India
01-01-2005,-8.407,1.556,Jammu And Kashmir,India
01-02-2005,-6.543,0.366,Jammu And Kashmir,India
01-03-2005,0.1,0.215,Jammu And Kashmir,India
01-04-2005,4.171,0.615,Jammu And Kashmir,India
01-05-2005,7.357,0.427,Jammu And Kashmir,India
01-06-2005,13.158,0.878,Jammu And Kashmir,India
01-07-2005,13.215,0.444,Jammu And Kashmir,India
01-08-2005,13.219,0.371,Jammu And Kashmir,India
01-09-2005,11.228,0.289,Jammu And Kashmir,India
01-10-2005,4.942,0.259,Jammu And Kashmir,India
01-11-2005,-1.128,0.327,Jammu And Kashmir,India
01-12-2005,-6.837,0.353,Jammu And Kashmir,India
01-01-2006,-8.537,1.191,Jammu And Kashmir,India
01-02-2006,-2.764,0.756,Jammu And Kashmir,India
01-03-2006,-0.451,0.417,Jammu And Kashmir,India
01-04-2006,3.792,1.809,Jammu And Kashmir,India
01-05-2006,11.145,0.452,Jammu And Kashmir,India
01-06-2006,12.103,0.482,Jammu And Kashmir,India
01-07-2006,14.097,0.8,Jammu And Kashmir,India
01-08-2006,13.815,0.363,Jammu And Kashmir,India
01-09-2006,10.114,0.575,Jammu And Kashmir,India
01-10-2006,6.157,0.361,Jammu And Kashmir,India
01-11-2006,-0.12,0.238,Jammu And Kashmir,India
01-12-2006,-6.163,0.599,Jammu And Kashmir,India
01-01-2007,-7.533,0.413,Jammu And Kashmir,India
01-02-2007,-4.284,0.966,Jammu And Kashmir,India
01-03-2007,-0.967,0.426,Jammu And Kashmir,India
01-04-2007,7.178,0.297,Jammu And Kashmir,India
01-05-2007,9.783,0.257,Jammu And Kashmir,India
01-06-2007,13.021,0.294,Jammu And Kashmir,India
01-07-2007,13.752,0.314,Jammu And Kashmir,India
01-08-2007,13.8,0.394,Jammu And Kashmir,India
01-09-2007,10.224,0.347,Jammu And Kashmir,India
01-10-2007,4.585,0.336,Jammu And Kashmir,India
01-11-2007,-0.438,0.522,Jammu And Kashmir,India
01-12-2007,-5.879,0.543,Jammu And Kashmir,India
01-01-2008,-9.673,0.543,Jammu And Kashmir,India
01-02-2008,-7.581,0.8,Jammu And Kashmir,India
01-03-2008,2.231,0.649,Jammu And Kashmir,India
01-04-2008,4.329,0.341,Jammu And Kashmir,India
01-05-2008,9.358,0.299,Jammu And Kashmir,India
01-06-2008,12.873,1.177,Jammu And Kashmir,India
01-07-2008,13.71,0.567,Jammu And Kashmir,India
01-08-2008,13.307,0.308,Jammu And Kashmir,India
01-09-2008,9.788,0.68,Jammu And Kashmir,India
01-10-2008,5.301,0.468,Jammu And Kashmir,India
01-11-2008,-0.433,0.464,Jammu And Kashmir,India
01-12-2008,-4.569,0.328,Jammu And Kashmir,India
01-01-2009,-6.403,0.344,Jammu And Kashmir,India
01-02-2009,-4.011,0.395,Jammu And Kashmir,India
01-03-2009,0.525,0.309,Jammu And Kashmir,India
01-04-2009,4.839,0.279,Jammu And Kashmir,India
01-05-2009,9.029,0.25,Jammu And Kashmir,India
01-06-2009,12.446,1.033,Jammu And Kashmir,India
01-07-2009,14.245,0.599,Jammu And Kashmir,India
01-08-2009,14.112,0.328,Jammu And Kashmir,India
01-09-2009,10.43,0.379,Jammu And Kashmir,India
01-10-2009,4.974,0.431,Jammu And Kashmir,India
01-11-2009,-1.303,0.494,Jammu And Kashmir,India
01-12-2009,-5.165,0.369,Jammu And Kashmir,India
01-01-2010,-7.564,1.484,Jammu And Kashmir,India
01-02-2010,-5.133,0.591,Jammu And Kashmir,India
01-03-2010,2.748,0.434,Jammu And Kashmir,India
01-04-2010,6.695,0.818,Jammu And Kashmir,India
01-05-2010,9.278,0.543,Jammu And Kashmir,India
01-06-2010,11.403,0.622,Jammu And Kashmir,India
01-07-2010,13.608,0.363,Jammu And Kashmir,India
01-08-2010,13.666,0.329,Jammu And Kashmir,India
01-09-2010,9.677,0.268,Jammu And Kashmir,India
01-10-2010,5.692,0.197,Jammu And Kashmir,India
01-11-2010,0.392,0.31,Jammu And Kashmir,India
01-12-2010,-6.151,0.43,Jammu And Kashmir,India
01-01-2011,-9.292,0.66,Jammu And Kashmir,India
01-02-2011,-5.475,0.36,Jammu And Kashmir,India
01-03-2011,-0.814,0.894,Jammu And Kashmir,India
01-04-2011,4.11,0.396,Jammu And Kashmir,India
01-05-2011,10.702,0.202,Jammu And Kashmir,India
01-06-2011,12.893,0.664,Jammu And Kashmir,India
01-07-2011,13.811,0.41,Jammu And Kashmir,India
01-08-2011,13.593,0.397,Jammu And Kashmir,India
01-09-2011,10.795,0.277,Jammu And Kashmir,India
01-10-2011,5.369,0.382,Jammu And Kashmir,India
01-11-2011,0.691,0.675,Jammu And Kashmir,India
01-12-2011,-5.971,0.518,Jammu And Kashmir,India
01-01-2012,-9.756,0.498,Jammu And Kashmir,India
01-02-2012,-6.651,0.392,Jammu And Kashmir,India
01-03-2012,-0.595,0.405,Jammu And Kashmir,India
01-04-2012,4.707,0.527,Jammu And Kashmir,India
01-05-2012,8.821,0.321,Jammu And Kashmir,India
01-06-2012,13.125,1.031,Jammu And Kashmir,India
01-07-2012,14.454,0.486,Jammu And Kashmir,India
01-08-2012,13.381,0.434,Jammu And Kashmir,India
01-09-2012,10.187,0.44,Jammu And Kashmir,India
01-10-2012,4.169,0.462,Jammu And Kashmir,India
01-11-2012,-0.768,0.665,Jammu And Kashmir,India
01-12-2012,-5.382,0.585,Jammu And Kashmir,India
01-01-2013,-9.122,1.497,Jammu And Kashmir,India
01-02-2013,-5.621,1.651,Jammu And Kashmir,India
01-03-2013,0.522,1.333,Jammu And Kashmir,India
01-04-2013,4.902,0.332,Jammu And Kashmir,India
01-05-2013,9.435,0.359,Jammu And Kashmir,India
01-06-2013,13.138,0.686,Jammu And Kashmir,India
01-07-2013,14.136,0.788,Jammu And Kashmir,India
01-08-2013,13.296,0.624,Jammu And Kashmir,India
01-09-2013,,,Jammu And Kashmir,India
1796-01-01,17.1,2.162,Jharkhand,India
1796-02-01,19.817,1.533,Jharkhand,India
1796-03-01,23.799,2.217,Jharkhand,India
1796-04-01,29.298,1.671,Jharkhand,India
1796-05-01,31.886,1.525,Jharkhand,India
1796-06-01,30.641,2.955,Jharkhand,India
1796-07-01,27.95,2.279,Jharkhand,India
1796-08-01,27.941,2.913,Jharkhand,India
1796-09-01,27.346,3.293,Jharkhand,India
1796-10-01,25.098,1.539,Jharkhand,India
1796-11-01,20.682,2.795,Jharkhand,India
1796-12-01,15.44,3.694,Jharkhand,India
1797-01-01,,,Jharkhand,India
1797-02-01,,,Jharkhand,India
1797-03-01,24.344,1.841,Jharkhand,India
1797-04-01,28.504,2.662,Jharkhand,India
1797-05-01,31.136,2.171,Jharkhand,India
1797-06-01,31.139,2.047,Jharkhand,India
1797-07-01,27.955,2.261,Jharkhand,India
1797-08-01,27.956,2.158,Jharkhand,India
1797-09-01,27.449,2.917,Jharkhand,India
1797-10-01,24.715,2.073,Jharkhand,India
1797-11-01,19.717,1.776,Jharkhand,India
1797-12-01,17.119,2.539,Jharkhand,India
1798-01-01,17.306,1.854,Jharkhand,India
1798-02-01,20.101,1.804,Jharkhand,India
1798-03-01,25.9,1.647,Jharkhand,India
1798-04-01,,,Jharkhand,India
1798-05-01,,,Jharkhand,India
1798-06-01,30.609,2.023,Jharkhand,India
1798-07-01,29.061,2.274,Jharkhand,India
1798-08-01,28.353,3.952,Jharkhand,India
1798-09-01,27.32,2.57,Jharkhand,India
1798-10-01,24.89,2.186,Jharkhand,India
1798-11-01,21.212,2.399,Jharkhand,India
1798-12-01,16.703,1.981,Jharkhand,India
1799-01-01,16.693,2.027,Jharkhand,India
1799-02-01,18.549,2.263,Jharkhand,India
1799-03-01,24.557,2.306,Jharkhand,India
1799-04-01,30.108,2.97,Jharkhand,India
1799-05-01,32.054,1.555,Jharkhand,India
1799-06-01,31.167,2.402,Jharkhand,India
1799-07-01,28.358,2.012,Jharkhand,India
1799-08-01,27.973,1.461,Jharkhand,India
1799-09-01,27.509,2.364,Jharkhand,India
1799-10-01,25.644,1.906,Jharkhand,India
1799-11-01,20.726,1.625,Jharkhand,India
1799-12-01,16.884,1.572,Jharkhand,India
1800-01-01,17.109,1.808,Jharkhand,India
1800-02-01,20.427,3.274,Jharkhand,India
1800-03-01,24.413,2.698,Jharkhand,India
1800-04-01,30.531,1.676,Jharkhand,India
1800-05-01,31.194,1.511,Jharkhand,India
1800-06-01,30.562,1.53,Jharkhand,India
1800-07-01,27.619,1.846,Jharkhand,India
1800-08-01,27.362,2.187,Jharkhand,India
1800-09-01,26.347,2.164,Jharkhand,India
1800-10-01,25.366,2.219,Jharkhand,India
1800-11-01,21.074,2.401,Jharkhand,India
1800-12-01,17.635,1.67,Jharkhand,India
1801-01-01,17.476,1.615,Jharkhand,India
1801-02-01,19.49,1.357,Jharkhand,India
1801-03-01,26.599,1.777,Jharkhand,India
1801-04-01,,,Jharkhand,India
1801-05-01,,,Jharkhand,India
1801-06-01,29.928,1.9,Jharkhand,India
1801-07-01,28.421,2.564,Jharkhand,India
1801-08-01,27.288,1.796,Jharkhand,India
1801-09-01,26.977,1.567,Jharkhand,India
1801-10-01,25.042,1.634,Jharkhand,India
1801-11-01,20.982,1.603,Jharkhand,India
1801-12-01,18.34,3.065,Jharkhand,India
1802-01-01,17.977,1.897,Jharkhand,India
1802-02-01,20.342,1.671,Jharkhand,India
1802-03-01,26.328,1.873,Jharkhand,India
1802-04-01,29.862,1.927,Jharkhand,India
1802-05-01,31.027,1.931,Jharkhand,India
1802-06-01,31.682,1.682,Jharkhand,India
1802-07-01,28.911,1.692,Jharkhand,India
1802-08-01,27.88,1.647,Jharkhand,India
1802-09-01,27.986,1.911,Jharkhand,India
