dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
01-08-1926,28.028,0.317,West Bengal,India
01-09-1926,27.782,0.235,West Bengal,India
01-10-1926,25.913,0.24,West Bengal,India
01-11-1926,21.083,0.248,West Bengal,India
01-12-1926,18.487,0.284,West Bengal,India
01-01-1927,17.772,0.506,West Bengal,India
01-02-1927,19.997,0.326,West Bengal,India
01-03-1927,23.547,0.311,West Bengal,India
01-04-1927,28.713,0.191,West Bengal,India
01-05-1927,28.898,0.346,West Bengal,India
01-06-1927,29.469,0.269,West Bengal,India
01-07-1927,28.349,0.254,West Bengal,India
01-08-1927,28.044,0.299,West Bengal,India
01-09-1927,27.805,0.383,West Bengal,India
01-10-1927,26.32,0.19,West Bengal,India
01-11-1927,21.971,0.468,West Bengal,India
01-12-1927,18.69,0.242,West Bengal,India
01-01-1928,17.9,0.517,West Bengal,India
01-02-1928,20.852,0.402,West Bengal,India
01-03-1928,26.03,0.294,West Bengal,India
01-04-1928,28.203,0.21,West Bengal,India
01-05-1928,29.265,0.52,West Bengal,India
01-06-1928,28.301,0.225,West Bengal,India
01-07-1928,28.086,0.197,West Bengal,India
01-08-1928,28.279,0.321,West Bengal,India
01-09-1928,28.398,0.249,West Bengal,India
01-10-1928,26.32,0.359,West Bengal,India
01-11-1928,22.154,0.544,West Bengal,India
01-12-1928,18.506,0.441,West Bengal,India
01-01-1929,18.019,0.323,West Bengal,India
01-02-1929,19.49,0.2,West Bengal,India
01-03-1929,25.469,0.293,West Bengal,India
01-04-1929,28.164,0.386,West Bengal,India
01-05-1929,30.113,0.577,West Bengal,India
01-06-1929,29.229,0.404,West Bengal,India
01-07-1929,27.926,0.196,West Bengal,India
01-08-1929,27.84,0.223,West Bengal,India
01-09-1929,27.826,0.321,West Bengal,India
01-10-1929,25.368,0.243,West Bengal,India
01-11-1929,21.782,0.393,West Bengal,India
01-12-1929,17.589,0.165,West Bengal,India
01-01-1930,16.665,0.323,West Bengal,India
01-02-1930,20.017,0.356,West Bengal,India
01-03-1930,25.219,0.443,West Bengal,India
01-04-1930,28.177,0.382,West Bengal,India
01-05-1930,29.376,0.306,West Bengal,India
01-06-1930,29.022,0.323,West Bengal,India
01-07-1930,28.196,0.265,West Bengal,India
01-08-1930,27.975,0.154,West Bengal,India
01-09-1930,27.952,0.148,West Bengal,India
01-10-1930,26.355,0.316,West Bengal,India
01-11-1930,21.623,0.284,West Bengal,India
01-12-1930,17.653,0.329,West Bengal,India
01-01-1931,18.988,0.434,West Bengal,India
01-02-1931,20.333,0.297,West Bengal,India
01-03-1931,24.638,0.427,West Bengal,India
01-04-1931,29.259,0.371,West Bengal,India
01-05-1931,29.022,0.312,West Bengal,India
01-06-1931,30.262,0.278,West Bengal,India
01-07-1931,27.968,0.187,West Bengal,India
01-08-1931,28.539,0.181,West Bengal,India
01-09-1931,27.791,0.213,West Bengal,India
01-10-1931,26.159,0.135,West Bengal,India
01-11-1931,21.732,0.247,West Bengal,India
01-12-1931,18.609,0.234,West Bengal,India
01-01-1932,18.671,0.397,West Bengal,India
01-02-1932,19.509,0.422,West Bengal,India
01-03-1932,25.808,0.308,West Bengal,India
01-04-1932,28.519,0.175,West Bengal,India
01-05-1932,29.553,0.361,West Bengal,India
01-06-1932,29.432,0.363,West Bengal,India
01-07-1932,28.07,0.265,West Bengal,India
01-08-1932,28.083,0.273,West Bengal,India
01-09-1932,28.018,0.232,West Bengal,India
01-10-1932,26.567,0.261,West Bengal,India
01-11-1932,22.387,0.333,West Bengal,India
01-12-1932,18.604,0.329,West Bengal,India
01-01-1933,16.589,0.314,West Bengal,India
01-02-1933,20.798,0.363,West Bengal,India
01-03-1933,25.538,0.414,West Bengal,India
01-04-1933,27.182,0.365,West Bengal,India
01-05-1933,28.315,0.592,West Bengal,India
01-06-1933,28.602,0.22,West Bengal,India
01-07-1933,28.007,0.163,West Bengal,India
01-08-1933,27.603,0.123,West Bengal,India
01-09-1933,27.74,0.155,West Bengal,India
01-10-1933,26.077,0.14,West Bengal,India
01-11-1933,21.844,0.256,West Bengal,India
01-12-1933,18.138,0.371,West Bengal,India
01-01-1934,17.102,0.373,West Bengal,India
01-02-1934,19.855,0.43,West Bengal,India
01-03-1934,25.187,0.301,West Bengal,India
01-04-1934,28.674,0.211,West Bengal,India
01-05-1934,29.71,0.29,West Bengal,India
01-06-1934,28.607,0.284,West Bengal,India
01-07-1934,28.416,0.138,West Bengal,India
01-08-1934,28.033,0.144,West Bengal,India
01-09-1934,28.198,0.135,West Bengal,India
01-10-1934,25.626,0.22,West Bengal,India
01-11-1934,21.195,0.331,West Bengal,India
01-12-1934,18.319,0.282,West Bengal,India
01-01-1935,16.949,0.236,West Bengal,India
01-02-1935,20.609,0.372,West Bengal,India
01-03-1935,25.473,0.337,West Bengal,India
01-04-1935,27.702,0.237,West Bengal,India
01-05-1935,30.81,0.386,West Bengal,India
01-06-1935,29.693,0.448,West Bengal,India
01-07-1935,28.479,0.221,West Bengal,India
01-08-1935,27.594,0.138,West Bengal,India
01-09-1935,27.793,0.122,West Bengal,India
01-10-1935,26.105,0.209,West Bengal,India
01-11-1935,22.051,0.257,West Bengal,India
01-12-1935,18.12,0.274,West Bengal,India
01-01-1936,17.127,0.489,West Bengal,India
01-02-1936,20.057,0.216,West Bengal,India
01-03-1936,25.761,0.242,West Bengal,India
01-04-1936,28.766,0.267,West Bengal,India
01-05-1936,28.535,0.284,West Bengal,India
01-06-1936,28.039,0.228,West Bengal,India
01-07-1936,28.229,0.167,West Bengal,India
01-08-1936,28.232,0.249,West Bengal,India
01-09-1936,27.49,0.183,West Bengal,India
01-10-1936,25.609,0.116,West Bengal,India
01-11-1936,22.635,0.185,West Bengal,India
01-12-1936,18.659,0.191,West Bengal,India
01-01-1937,16.361,0.281,West Bengal,India
01-02-1937,20.051,0.262,West Bengal,India
01-03-1937,24.446,0.346,West Bengal,India
01-04-1937,28.24,0.32,West Bengal,India
01-05-1937,29.069,0.254,West Bengal,India
01-06-1937,28.999,0.23,West Bengal,India
01-07-1937,28.55,0.116,West Bengal,India
01-08-1937,27.93,0.169,West Bengal,India
01-09-1937,27.878,0.166,West Bengal,India
01-10-1937,25.667,0.301,West Bengal,India
01-11-1937,21.849,0.336,West Bengal,India
01-12-1937,17.76,0.38,West Bengal,India
01-01-1938,18.907,0.357,West Bengal,India
01-02-1938,19.033,0.321,West Bengal,India
01-03-1938,26.838,0.285,West Bengal,India
01-04-1938,29.861,0.442,West Bengal,India
01-05-1938,28.237,0.508,West Bengal,India
01-06-1938,28.266,0.217,West Bengal,India
01-07-1938,28.18,0.119,West Bengal,India
01-08-1938,27.906,0.195,West Bengal,India
01-09-1938,28.24,0.197,West Bengal,India
01-10-1938,26.402,0.237,West Bengal,India
01-11-1938,21.313,0.304,West Bengal,India
01-12-1938,17.938,0.447,West Bengal,India
01-01-1939,18.415,0.253,West Bengal,India
01-02-1939,21.095,0.322,West Bengal,India
01-03-1939,24.808,0.247,West Bengal,India
01-04-1939,29.68,0.225,West Bengal,India
01-05-1939,29.973,0.429,West Bengal,India
01-06-1939,29.142,0.239,West Bengal,India
01-07-1939,28.062,0.226,West Bengal,India
01-08-1939,27.808,0.181,West Bengal,India
01-09-1939,27.73,0.103,West Bengal,India
01-10-1939,26.114,0.229,West Bengal,India
01-11-1939,22.21,0.134,West Bengal,India
01-12-1939,18.559,0.298,West Bengal,India
01-01-1940,17.279,0.252,West Bengal,India
01-02-1940,20.092,0.212,West Bengal,India
01-03-1940,23.458,0.209,West Bengal,India
01-04-1940,28.53,0.201,West Bengal,India
01-05-1940,29.35,0.105,West Bengal,India
01-06-1940,29.405,0.286,West Bengal,India
01-07-1940,28.089,0.115,West Bengal,India
01-08-1940,28.04,0.189,West Bengal,India
01-09-1940,27.901,0.282,West Bengal,India
01-10-1940,26.512,0.265,West Bengal,India
01-11-1940,23.531,0.486,West Bengal,India
01-12-1940,18.575,0.247,West Bengal,India
01-01-1941,18.077,0.365,West Bengal,India
01-02-1941,20.671,0.329,West Bengal,India
01-03-1941,26.881,0.303,West Bengal,India
01-04-1941,29.633,0.358,West Bengal,India
01-05-1941,29.513,0.218,West Bengal,India
01-06-1941,28.795,0.254,West Bengal,India
01-07-1941,28.438,0.248,West Bengal,India
01-08-1941,28.429,0.166,West Bengal,India
01-09-1941,28.119,0.232,West Bengal,India
01-10-1941,25.731,0.171,West Bengal,India
01-11-1941,21.863,0.302,West Bengal,India
01-12-1941,19.45,0.26,West Bengal,India
01-01-1942,17.965,0.329,West Bengal,India
01-02-1942,20.473,0.292,West Bengal,India
01-03-1942,25.727,0.371,West Bengal,India
01-04-1942,28.064,0.336,West Bengal,India
01-05-1942,30.551,0.375,West Bengal,India
01-06-1942,30.263,0.323,West Bengal,India
01-07-1942,28.547,0.181,West Bengal,India
01-08-1942,27.715,0.186,West Bengal,India
01-09-1942,27.245,0.147,West Bengal,India
01-10-1942,26.041,0.354,West Bengal,India
01-11-1942,23.069,0.343,West Bengal,India
01-12-1942,18.524,0.323,West Bengal,India
01-01-1943,19.223,0.269,West Bengal,India
01-02-1943,19.124,0.266,West Bengal,India
01-03-1943,25.074,0.284,West Bengal,India
01-04-1943,26.695,0.179,West Bengal,India
01-05-1943,29.755,0.223,West Bengal,India
01-06-1943,28.919,0.305,West Bengal,India
01-07-1943,28.013,0.208,West Bengal,India
01-08-1943,27.761,0.165,West Bengal,India
01-09-1943,28.006,0.22,West Bengal,India
01-10-1943,26.531,0.253,West Bengal,India
01-11-1943,22.664,0.419,West Bengal,India
01-12-1943,19.39,0.303,West Bengal,India
01-01-1944,17.9,0.279,West Bengal,India
01-02-1944,19.911,0.156,West Bengal,India
01-03-1944,24.499,0.165,West Bengal,India
01-04-1944,26.731,0.183,West Bengal,India
01-05-1944,30.715,0.373,West Bengal,India
01-06-1944,29.915,0.236,West Bengal,India
01-07-1944,27.979,0.282,West Bengal,India
01-08-1944,27.968,0.247,West Bengal,India
01-09-1944,27.973,0.22,West Bengal,India
01-10-1944,25.748,0.219,West Bengal,India
01-11-1944,21.949,0.286,West Bengal,India
01-12-1944,19.553,0.319,West Bengal,India
01-01-1945,17.261,0.248,West Bengal,India
01-02-1945,19.573,0.303,West Bengal,India
01-03-1945,25.978,0.203,West Bengal,India
01-04-1945,27.501,0.251,West Bengal,India
01-05-1945,29.044,0.323,West Bengal,India
01-06-1945,29.428,0.357,West Bengal,India
01-07-1945,28.503,0.271,West Bengal,India
01-08-1945,28.398,0.254,West Bengal,India
01-09-1945,28.038,0.238,West Bengal,India
01-10-1945,25.355,0.176,West Bengal,India
01-11-1945,21.914,0.242,West Bengal,India
01-12-1945,17.519,0.251,West Bengal,India
01-01-1946,18.162,0.369,West Bengal,India
01-02-1946,22.059,0.234,West Bengal,India
01-03-1946,25.434,0.514,West Bengal,India
01-04-1946,26.067,0.324,West Bengal,India
01-05-1946,28.757,0.25,West Bengal,India
01-06-1946,28.849,0.369,West Bengal,India
01-07-1946,28.031,0.268,West Bengal,India
01-08-1946,28.166,0.22,West Bengal,India
01-09-1946,27.833,0.145,West Bengal,India
01-10-1946,25.592,0.234,West Bengal,India
01-11-1946,22.777,0.335,West Bengal,India
01-12-1946,19.085,0.218,West Bengal,India
01-01-1947,17.952,0.315,West Bengal,India
01-02-1947,20.438,0.445,West Bengal,India
01-03-1947,25.436,0.285,West Bengal,India
01-04-1947,29.604,0.3,West Bengal,India
01-05-1947,29.787,0.296,West Bengal,India
01-06-1947,29.675,0.282,West Bengal,India
01-07-1947,28.331,0.128,West Bengal,India
01-08-1947,28.138,0.188,West Bengal,India
01-09-1947,27.986,0.12,West Bengal,India
01-10-1947,25.711,0.145,West Bengal,India
01-11-1947,22.426,0.313,West Bengal,India
01-12-1947,18.958,0.215,West Bengal,India
01-01-1948,18.758,0.361,West Bengal,India
01-02-1948,20.652,0.258,West Bengal,India
01-03-1948,24.781,0.288,West Bengal,India
01-04-1948,28.317,0.251,West Bengal,India
01-05-1948,28.951,0.18,West Bengal,India
01-06-1948,29.644,0.198,West Bengal,India
01-07-1948,28.087,0.25,West Bengal,India
01-08-1948,27.929,0.227,West Bengal,India
01-09-1948,27.793,0.143,West Bengal,India
01-10-1948,25.924,0.156,West Bengal,India
01-11-1948,22.759,0.132,West Bengal,India
01-12-1948,17.845,0.192,West Bengal,India
01-01-1949,18.462,0.267,West Bengal,India
01-02-1949,20.098,0.197,West Bengal,India
01-03-1949,25.569,0.274,West Bengal,India
01-04-1949,26.664,0.211,West Bengal,India
01-05-1949,27.925,0.468,West Bengal,India
01-06-1949,29.166,0.26,West Bengal,India
01-07-1949,28.184,0.119,West Bengal,India
01-08-1949,28.035,0.194,West Bengal,India
01-09-1949,27.985,0.206,West Bengal,India
01-10-1949,26.878,0.157,West Bengal,India
01-11-1949,21.236,0.28,West Bengal,India
01-12-1949,17.215,0.336,West Bengal,India
01-01-1950,18.283,0.273,West Bengal,India
01-02-1950,20.194,0.227,West Bengal,India
01-03-1950,24.693,0.282,West Bengal,India
01-04-1950,28.665,0.394,West Bengal,India
01-05-1950,29.753,0.212,West Bengal,India
01-06-1950,28.761,0.199,West Bengal,India
01-07-1950,28.121,0.151,West Bengal,India
01-08-1950,27.649,0.156,West Bengal,India
01-09-1950,27.984,0.13,West Bengal,India
01-10-1950,25.877,0.152,West Bengal,India
01-11-1950,21.547,0.404,West Bengal,India
01-12-1950,18.517,0.289,West Bengal,India
01-01-1951,17.334,0.225,West Bengal,India
01-02-1951,20.842,0.221,West Bengal,India
01-03-1951,25.45,0.19,West Bengal,India
01-04-1951,28.208,0.361,West Bengal,India
01-05-1951,29.898,0.328,West Bengal,India
01-06-1951,29.288,0.521,West Bengal,India
01-07-1951,28.215,0.261,West Bengal,India
01-08-1951,28.528,0.31,West Bengal,India
01-09-1951,28.382,0.346,West Bengal,India
01-10-1951,27.258,0.219,West Bengal,India
01-11-1951,22.802,0.455,West Bengal,India
01-12-1951,19.231,0.481,West Bengal,India
01-01-1952,18.879,0.273,West Bengal,India
01-02-1952,22.021,0.229,West Bengal,India
01-03-1952,24.335,0.339,West Bengal,India
01-04-1952,27.928,0.128,West Bengal,India
01-05-1952,28.999,0.237,West Bengal,India
01-06-1952,29.533,0.213,West Bengal,India
01-07-1952,28.141,0.206,West Bengal,India
01-08-1952,28.102,0.16,West Bengal,India
01-09-1952,27.835,0.22,West Bengal,India
01-10-1952,26.396,0.134,West Bengal,India
01-11-1952,22.563,0.257,West Bengal,India
01-12-1952,18.683,0.171,West Bengal,India
01-01-1953,17.455,0.229,West Bengal,India
01-02-1953,21.667,0.204,West Bengal,India
01-03-1953,27.092,0.214,West Bengal,India
01-04-1953,29.277,0.271,West Bengal,India
01-05-1953,30.168,0.214,West Bengal,India
01-06-1953,29.035,0.28,West Bengal,India
01-07-1953,28.085,0.302,West Bengal,India
01-08-1953,28.256,0.197,West Bengal,India
01-09-1953,27.766,0.114,West Bengal,India
01-10-1953,26.189,0.165,West Bengal,India
01-11-1953,22.131,0.141,West Bengal,India
01-12-1953,19.959,0.23,West Bengal,India
01-01-1954,17.066,0.278,West Bengal,India
01-02-1954,22.443,0.329,West Bengal,India
01-03-1954,25.791,0.422,West Bengal,India
01-04-1954,30.271,0.224,West Bengal,India
01-05-1954,30.301,0.217,West Bengal,India
01-06-1954,28.369,0.352,West Bengal,India
01-07-1954,28.292,0.343,West Bengal,India
01-08-1954,28.231,0.211,West Bengal,India
01-09-1954,28.087,0.246,West Bengal,India
01-10-1954,25.37,0.204,West Bengal,India
01-11-1954,21.125,0.164,West Bengal,India
01-12-1954,18.599,0.328,West Bengal,India
01-01-1955,17.836,0.246,West Bengal,India
01-02-1955,20.573,0.278,West Bengal,India
01-03-1955,26.43,0.232,West Bengal,India
01-04-1955,28.156,0.206,West Bengal,India
01-05-1955,30.16,0.316,West Bengal,India
01-06-1955,29.119,0.254,West Bengal,India
01-07-1955,27.91,0.211,West Bengal,India
01-08-1955,27.808,0.219,West Bengal,India
01-09-1955,28.012,0.191,West Bengal,India
01-10-1955,26.367,0.217,West Bengal,India
01-11-1955,22.396,0.37,West Bengal,India
01-12-1955,18.171,0.233,West Bengal,India
01-01-1956,18.185,0.294,West Bengal,India
01-02-1956,19.782,0.276,West Bengal,India
01-03-1956,25.757,0.248,West Bengal,India
01-04-1956,29.081,0.267,West Bengal,India
01-05-1956,29.739,0.362,West Bengal,India
01-06-1956,27.663,0.222,West Bengal,India
01-07-1956,27.927,0.231,West Bengal,India
01-08-1956,27.976,0.19,West Bengal,India
01-09-1956,27.535,0.214,West Bengal,India
01-10-1956,25.967,0.192,West Bengal,India
01-11-1956,21.872,0.284,West Bengal,India
01-12-1956,18.869,0.4,West Bengal,India
01-01-1957,18.368,0.428,West Bengal,India
01-02-1957,19.666,0.426,West Bengal,India
01-03-1957,24.296,0.396,West Bengal,India
01-04-1957,28.902,0.427,West Bengal,India
01-05-1957,31.165,0.355,West Bengal,India
01-06-1957,29.93,0.373,West Bengal,India
01-07-1957,28.181,0.339,West Bengal,India
01-08-1957,28.524,0.74,West Bengal,India
01-09-1957,28.297,0.475,West Bengal,India
01-10-1957,26.333,0.338,West Bengal,India
01-11-1957,22.443,0.419,West Bengal,India
01-12-1957,19.286,0.284,West Bengal,India
01-01-1958,19.583,0.312,West Bengal,India
01-02-1958,20.978,0.383,West Bengal,India
01-03-1958,26.066,0.367,West Bengal,India
01-04-1958,29.403,0.32,West Bengal,India
01-05-1958,30.596,0.51,West Bengal,India
01-06-1958,30.821,0.373,West Bengal,India
01-07-1958,28.77,0.403,West Bengal,India
01-08-1958,28.104,0.244,West Bengal,India
01-09-1958,28.222,0.215,West Bengal,India
01-10-1958,26.9,0.374,West Bengal,India
01-11-1958,23.16,0.303,West Bengal,India
01-12-1958,19.589,0.291,West Bengal,India
01-01-1959,18.544,0.273,West Bengal,India
01-02-1959,20.075,0.322,West Bengal,India
01-03-1959,25.295,0.408,West Bengal,India
01-04-1959,28.999,0.289,West Bengal,India
01-05-1959,29.954,0.224,West Bengal,India
01-06-1959,29.106,0.218,West Bengal,India
01-07-1959,28.373,0.377,West Bengal,India
01-08-1959,28.11,0.303,West Bengal,India
01-09-1959,27.512,0.341,West Bengal,India
01-10-1959,25.871,0.593,West Bengal,India
01-11-1959,21.895,0.277,West Bengal,India
01-12-1959,18.69,0.252,West Bengal,India
01-01-1960,17.73,0.293,West Bengal,India
01-02-1960,22.15,0.446,West Bengal,India
01-03-1960,24.382,0.233,West Bengal,India
01-04-1960,29.812,0.23,West Bengal,India
01-05-1960,30.395,0.383,West Bengal,India
01-06-1960,29.719,0.419,West Bengal,India
01-07-1960,27.894,0.226,West Bengal,India
01-08-1960,28.491,0.245,West Bengal,India
01-09-1960,27.898,0.245,West Bengal,India
01-10-1960,26.435,0.143,West Bengal,India
01-11-1960,21.797,0.252,West Bengal,India
01-12-1960,19.194,0.23,West Bengal,India
01-01-1961,18.685,0.232,West Bengal,India
01-02-1961,19.118,0.342,West Bengal,India
01-03-1961,26.358,0.294,West Bengal,India
01-04-1961,29.284,0.309,West Bengal,India
01-05-1961,30.096,0.388,West Bengal,India
01-06-1961,28.895,0.435,West Bengal,India
01-07-1961,28.268,0.278,West Bengal,India
01-08-1961,28.36,0.205,West Bengal,India
01-09-1961,27.837,0.118,West Bengal,India
01-10-1961,26.005,0.299,West Bengal,India
01-11-1961,21.376,0.133,West Bengal,India
01-12-1961,16.566,0.176,West Bengal,India
01-01-1962,16.735,0.28,West Bengal,India
01-02-1962,20.712,0.395,West Bengal,India
01-03-1962,25.16,0.321,West Bengal,India
01-04-1962,28.585,0.255,West Bengal,India
01-05-1962,29.268,0.307,West Bengal,India
01-06-1962,28.965,0.694,West Bengal,India
01-07-1962,28.849,0.294,West Bengal,India
01-08-1962,27.94,0.224,West Bengal,India
01-09-1962,28.071,0.314,West Bengal,India
01-10-1962,25.518,0.455,West Bengal,India
01-11-1962,22.022,0.343,West Bengal,India
01-12-1962,18.61,0.399,West Bengal,India
01-01-1963,17.195,0.307,West Bengal,India
01-02-1963,21.812,0.311,West Bengal,India
01-03-1963,25.132,0.153,West Bengal,India
01-04-1963,27.65,0.147,West Bengal,India
01-05-1963,28.321,0.373,West Bengal,India
01-06-1963,28.918,0.265,West Bengal,India
01-07-1963,28.318,0.283,West Bengal,India
01-08-1963,28.333,0.169,West Bengal,India
